session_id,user_id,role,fecha,hora_inicio,n_clics,duracion_min,M1_costo_clics,M2_tiempo_top1_s,M3_tasa_error,costo_sesion_total
syn_Administrador_9a0c_20260508140800,syn_Administrador_9a0c,Administrador,2026-05-08,14,9,7.55,2.667,46.0,0.0,24.0
syn_Administrador_9a0c_20260509090400,syn_Administrador_9a0c,Administrador,2026-05-09,9,6,5.12,2.667,307.0,0.0,16.0
syn_Administrador_9a0c_20260510163800,syn_Administrador_9a0c,Administrador,2026-05-10,16,6,6.22,2.5,294.0,0.0,15.0
syn_Administrador_9a0c_20260511121900,syn_Administrador_9a0c,Administrador,2026-05-11,12,8,9.82,3.0,103.0,0.0,24.0
syn_Administrador_9a0c_20260512112100,syn_Administrador_9a0c,Administrador,2026-05-12,11,4,3.92,3.0,235.0,0.0,12.0
syn_Administrador_9a0c_20260513172900,syn_Administrador_9a0c,Administrador,2026-05-13,17,7,8.08,2.857,173.0,0.0,20.0
syn_Administrador_9a0c_20260514074200,syn_Administrador_9a0c,Administrador,2026-05-14,7,7,4.93,2.714,21.0,0.0,19.0
syn_Administrador_9a0c_20260515095000,syn_Administrador_9a0c,Administrador,2026-05-15,9,4,2.57,3.0,23.0,0.0,12.0
syn_Administrador_9a0c_20260516101700,syn_Administrador_9a0c,Administrador,2026-05-16,10,5,4.73,2.8,228.0,0.0,14.0
syn_Administrador_9a0c_20260517111300,syn_Administrador_9a0c,Administrador,2026-05-17,11,6,6.67,2.833,102.0,0.0,17.0
syn_Administrador_9a0c_20260518124100,syn_Administrador_9a0c,Administrador,2026-05-18,12,4,3.73,3.0,132.0,0.0,12.0
syn_Administrador_9a0c_20260519075900,syn_Administrador_9a0c,Administrador,2026-05-19,7,5,4.52,2.6,271.0,0.0,13.0
syn_Administrador_9a0c_20260520142500,syn_Administrador_9a0c,Administrador,2026-05-20,14,5,2.87,3.0,36.0,0.0,15.0
syn_Administrador_9a0c_20260521135300,syn_Administrador_9a0c,Administrador,2026-05-21,13,7,7.63,2.714,152.0,0.0,19.0
syn_Administrador_9a0c_20260522101900,syn_Administrador_9a0c,Administrador,2026-05-22,10,7,6.8,2.857,0.0,0.0,20.0
syn_Administrador_9a0c_20260523170700,syn_Administrador_9a0c,Administrador,2026-05-23,17,8,9.25,2.625,90.0,0.0,21.0
syn_Administrador_9a0c_20260524142000,syn_Administrador_9a0c,Administrador,2026-05-24,14,6,5.8,2.5,348.0,0.0,15.0
syn_Administrador_9a0c_20260525133200,syn_Administrador_9a0c,Administrador,2026-05-25,13,9,10.9,2.889,0.0,0.0,26.0
syn_Administrador_9a0c_20260526172000,syn_Administrador_9a0c,Administrador,2026-05-26,17,4,3.45,2.5,207.0,0.0,10.0
syn_Administrador_9a0c_20260527183100,syn_Administrador_9a0c,Administrador,2026-05-27,18,5,4.03,2.8,56.0,0.0,14.0
syn_Administrador_9a0c_20260528162700,syn_Administrador_9a0c,Administrador,2026-05-28,16,7,5.17,2.857,0.0,0.0,20.0
syn_Caja_105a_20260508080100,syn_Caja_105a,Caja,2026-05-08,8,6,5.75,2.0,216.0,0.1667,12.0
syn_Caja_105a_20260509095300,syn_Caja_105a,Caja,2026-05-09,9,10,12.03,2.0,20.0,0.1,20.0
syn_Caja_105a_20260510070800,syn_Caja_105a,Caja,2026-05-10,7,10,9.52,2.0,377.0,0.1,20.0
syn_Caja_105a_20260511134600,syn_Caja_105a,Caja,2026-05-11,13,8,7.58,2.0,455.0,0.0,16.0
syn_Caja_105a_20260512093100,syn_Caja_105a,Caja,2026-05-12,9,10,9.87,2.0,67.0,0.0,20.0
syn_Caja_105a_20260513120600,syn_Caja_105a,Caja,2026-05-13,12,9,7.68,2.0,16.0,0.2222,18.0
syn_Caja_105a_20260514180900,syn_Caja_105a,Caja,2026-05-14,18,10,8.45,2.0,124.0,0.0,20.0
syn_Caja_105a_20260515150000,syn_Caja_105a,Caja,2026-05-15,15,10,9.55,2.0,0.0,0.1,20.0
syn_Caja_105a_20260516154200,syn_Caja_105a,Caja,2026-05-16,15,10,8.88,2.0,0.0,0.2,20.0
syn_Caja_105a_20260517172000,syn_Caja_105a,Caja,2026-05-17,17,6,7.35,2.0,94.0,0.0,12.0
syn_Caja_105a_20260518115600,syn_Caja_105a,Caja,2026-05-18,11,10,8.07,2.0,484.0,0.0,20.0
syn_Caja_105a_20260519072900,syn_Caja_105a,Caja,2026-05-19,7,10,9.05,2.0,224.0,0.2,20.0
syn_Caja_105a_20260520134200,syn_Caja_105a,Caja,2026-05-20,13,9,6.87,2.0,41.0,0.1111,18.0
syn_Caja_105a_20260521100700,syn_Caja_105a,Caja,2026-05-21,10,6,6.73,2.0,174.0,0.0,12.0
syn_Caja_105a_20260522175600,syn_Caja_105a,Caja,2026-05-22,17,5,4.13,2.0,248.0,0.0,10.0
syn_Caja_105a_20260523100900,syn_Caja_105a,Caja,2026-05-23,10,5,4.1,2.0,246.0,0.0,10.0
syn_Caja_105a_20260524184200,syn_Caja_105a,Caja,2026-05-24,18,5,2.3,2.0,75.0,0.2,10.0
syn_Caja_105a_20260525172000,syn_Caja_105a,Caja,2026-05-25,17,10,10.98,2.0,306.0,0.3,20.0
syn_Caja_105a_20260526094300,syn_Caja_105a,Caja,2026-05-26,9,9,8.87,2.0,250.0,0.0,18.0
syn_Caja_105a_20260527183100,syn_Caja_105a,Caja,2026-05-27,18,8,6.78,2.0,78.0,0.25,16.0
syn_Caja_105a_20260528164500,syn_Caja_105a,Caja,2026-05-28,16,10,9.0,2.0,0.0,0.1,20.0
syn_Caja_ac1c_20260508130700,syn_Caja_ac1c,Caja,2026-05-08,13,8,8.52,2.0,0.0,0.0,16.0
syn_Caja_ac1c_20260509184200,syn_Caja_ac1c,Caja,2026-05-09,18,8,8.58,2.0,171.0,0.125,16.0
syn_Caja_ac1c_20260510115700,syn_Caja_ac1c,Caja,2026-05-10,11,10,9.05,2.0,25.0,0.1,20.0
syn_Caja_ac1c_20260511152700,syn_Caja_ac1c,Caja,2026-05-11,15,8,6.35,2.0,0.0,0.25,16.0
syn_Caja_ac1c_20260512135500,syn_Caja_ac1c,Caja,2026-05-12,13,10,10.27,2.0,341.0,0.3,20.0
syn_Caja_ac1c_20260513144700,syn_Caja_ac1c,Caja,2026-05-13,14,9,8.55,2.0,323.0,0.0,18.0
syn_Caja_ac1c_20260514132600,syn_Caja_ac1c,Caja,2026-05-14,13,10,9.7,2.0,582.0,0.0,20.0
syn_Caja_ac1c_20260515080600,syn_Caja_ac1c,Caja,2026-05-15,8,9,10.93,2.0,303.0,0.1111,18.0
syn_Caja_ac1c_20260516135800,syn_Caja_ac1c,Caja,2026-05-16,13,8,7.78,2.0,194.0,0.125,16.0
syn_Caja_ac1c_20260517115700,syn_Caja_ac1c,Caja,2026-05-17,11,9,8.1,2.0,57.0,0.1111,18.0
syn_Caja_ac1c_20260518152200,syn_Caja_ac1c,Caja,2026-05-18,15,5,5.18,2.0,0.0,0.0,10.0
syn_Caja_ac1c_20260519181500,syn_Caja_ac1c,Caja,2026-05-19,18,5,5.38,2.0,323.0,0.0,10.0
syn_Caja_ac1c_20260520135200,syn_Caja_ac1c,Caja,2026-05-20,13,6,5.92,2.0,90.0,0.0,12.0
syn_Caja_ac1c_20260521095000,syn_Caja_ac1c,Caja,2026-05-21,9,9,10.05,2.0,394.0,0.0,18.0
syn_Caja_ac1c_20260522180100,syn_Caja_ac1c,Caja,2026-05-22,18,9,6.28,2.0,231.0,0.3333,18.0
syn_Caja_ac1c_20260523171000,syn_Caja_ac1c,Caja,2026-05-23,17,5,2.73,2.0,164.0,0.0,10.0
syn_Caja_ac1c_20260524083000,syn_Caja_ac1c,Caja,2026-05-24,8,5,4.17,2.0,43.0,0.2,10.0
syn_Caja_ac1c_20260525145300,syn_Caja_ac1c,Caja,2026-05-25,14,9,9.22,2.0,15.0,0.1111,18.0
syn_Caja_ac1c_20260526180800,syn_Caja_ac1c,Caja,2026-05-26,18,10,13.22,2.0,0.0,0.1,20.0
syn_Caja_ac1c_20260527183800,syn_Caja_ac1c,Caja,2026-05-27,18,6,6.28,2.0,0.0,0.1667,12.0
syn_Caja_ac1c_20260528161600,syn_Caja_ac1c,Caja,2026-05-28,16,10,10.73,2.0,370.0,0.1,20.0
syn_Caja_d197_20260508123300,syn_Caja_d197,Caja,2026-05-08,12,6,5.13,2.0,0.0,0.0,12.0
syn_Caja_d197_20260509165000,syn_Caja_d197,Caja,2026-05-09,16,10,9.32,2.0,63.0,0.0,20.0
syn_Caja_d197_20260510103200,syn_Caja_d197,Caja,2026-05-10,10,9,10.93,2.0,0.0,0.2222,18.0
syn_Caja_d197_20260511091800,syn_Caja_d197,Caja,2026-05-11,9,8,7.33,2.0,164.0,0.125,16.0
syn_Caja_d197_20260512152400,syn_Caja_d197,Caja,2026-05-12,15,10,11.2,2.0,215.0,0.1,20.0
syn_Caja_d197_20260513145500,syn_Caja_d197,Caja,2026-05-13,14,6,4.67,2.0,108.0,0.0,12.0
syn_Caja_d197_20260514154100,syn_Caja_d197,Caja,2026-05-14,15,5,4.78,2.0,167.0,0.0,10.0
syn_Caja_d197_20260515132500,syn_Caja_d197,Caja,2026-05-15,13,9,8.35,2.0,0.0,0.0,18.0
syn_Caja_d197_20260516075900,syn_Caja_d197,Caja,2026-05-16,7,6,5.18,2.0,278.0,0.0,12.0
syn_Caja_d197_20260517131800,syn_Caja_d197,Caja,2026-05-17,13,6,4.35,2.0,79.0,0.1667,12.0
syn_Caja_d197_20260518092800,syn_Caja_d197,Caja,2026-05-18,9,5,4.07,2.0,70.0,0.0,10.0
syn_Caja_d197_20260519160600,syn_Caja_d197,Caja,2026-05-19,16,8,7.35,2.0,0.0,0.125,16.0
syn_Caja_d197_20260520154200,syn_Caja_d197,Caja,2026-05-20,15,6,4.87,2.0,292.0,0.0,12.0
syn_Caja_d197_20260521082400,syn_Caja_d197,Caja,2026-05-21,8,10,8.63,2.0,126.0,0.0,20.0
syn_Caja_d197_20260522163100,syn_Caja_d197,Caja,2026-05-22,16,5,3.32,2.0,150.0,0.2,10.0
syn_Caja_d197_20260523154000,syn_Caja_d197,Caja,2026-05-23,15,10,9.88,2.0,340.0,0.0,20.0
syn_Caja_d197_20260524133300,syn_Caja_d197,Caja,2026-05-24,13,7,5.25,2.0,22.0,0.0,14.0
syn_Caja_d197_20260525122500,syn_Caja_d197,Caja,2026-05-25,12,8,7.38,2.0,219.0,0.0,16.0
syn_Caja_d197_20260526082400,syn_Caja_d197,Caja,2026-05-26,8,9,7.6,2.0,456.0,0.0,18.0
syn_Caja_d197_20260527181900,syn_Caja_d197,Caja,2026-05-27,18,9,7.55,2.0,195.0,0.2222,18.0
syn_Caja_d197_20260528101600,syn_Caja_d197,Caja,2026-05-28,10,8,6.0,2.0,26.0,0.125,16.0
syn_Compras_9e03_20260508152200,syn_Compras_9e03,Compras,2026-05-08,15,7,4.55,2.0,60.0,0.0,14.0
syn_Compras_9e03_20260509132000,syn_Compras_9e03,Compras,2026-05-09,13,10,10.0,2.0,600.0,0.0,20.0
syn_Compras_9e03_20260510100300,syn_Compras_9e03,Compras,2026-05-10,10,10,10.85,2.0,105.0,0.0,20.0
syn_Compras_9e03_20260511114500,syn_Compras_9e03,Compras,2026-05-11,11,4,2.42,2.0,107.0,0.0,8.0
syn_Compras_9e03_20260512155400,syn_Compras_9e03,Compras,2026-05-12,15,6,5.92,2.0,31.0,0.0,12.0
syn_Compras_9e03_20260513073000,syn_Compras_9e03,Compras,2026-05-13,7,9,6.12,2.0,27.0,0.0,18.0
syn_Compras_9e03_20260514185200,syn_Compras_9e03,Compras,2026-05-14,18,9,7.43,2.0,97.0,0.0,18.0
syn_Compras_9e03_20260515153200,syn_Compras_9e03,Compras,2026-05-15,15,5,5.62,2.0,0.0,0.0,10.0
syn_Compras_9e03_20260516170100,syn_Compras_9e03,Compras,2026-05-16,17,5,5.9,2.0,354.0,0.0,10.0
syn_Compras_9e03_20260517172200,syn_Compras_9e03,Compras,2026-05-17,17,6,3.87,2.0,120.0,0.0,12.0
syn_Compras_9e03_20260518101800,syn_Compras_9e03,Compras,2026-05-18,10,10,9.57,2.0,67.0,0.0,20.0
syn_Compras_9e03_20260519165900,syn_Compras_9e03,Compras,2026-05-19,16,9,7.0,2.0,383.0,0.0,18.0
syn_Compras_9e03_20260520170600,syn_Compras_9e03,Compras,2026-05-20,17,6,5.53,2.0,332.0,0.0,12.0
syn_Compras_9e03_20260521080000,syn_Compras_9e03,Compras,2026-05-21,8,5,4.88,2.0,25.0,0.0,10.0
syn_Compras_9e03_20260522171500,syn_Compras_9e03,Compras,2026-05-22,17,5,3.97,2.0,238.0,0.0,10.0
syn_Compras_9e03_20260523162800,syn_Compras_9e03,Compras,2026-05-23,16,4,4.5,2.0,270.0,0.0,8.0
syn_Compras_9e03_20260524144500,syn_Compras_9e03,Compras,2026-05-24,14,10,7.85,2.0,0.0,0.0,20.0
syn_Compras_9e03_20260525161600,syn_Compras_9e03,Compras,2026-05-25,16,4,3.37,2.0,202.0,0.0,8.0
syn_Compras_9e03_20260526104700,syn_Compras_9e03,Compras,2026-05-26,10,5,5.0,2.0,300.0,0.0,10.0
syn_Compras_9e03_20260527095100,syn_Compras_9e03,Compras,2026-05-27,9,4,3.75,2.0,153.0,0.0,8.0
syn_Compras_9e03_20260528083400,syn_Compras_9e03,Compras,2026-05-28,8,8,10.72,2.0,0.0,0.0,16.0
syn_Compras_df03_20260508125100,syn_Compras_df03,Compras,2026-05-08,12,4,3.82,2.0,0.0,0.0,8.0
syn_Compras_df03_20260509100000,syn_Compras_df03,Compras,2026-05-09,10,9,10.67,2.0,640.0,0.0,18.0
syn_Compras_df03_20260510101300,syn_Compras_df03,Compras,2026-05-10,10,5,5.17,2.0,0.0,0.0,10.0
syn_Compras_df03_20260511160400,syn_Compras_df03,Compras,2026-05-11,16,9,11.02,2.0,350.0,0.0,18.0
syn_Compras_df03_20260512115300,syn_Compras_df03,Compras,2026-05-12,11,5,3.43,2.0,125.0,0.0,10.0
syn_Compras_df03_20260513181300,syn_Compras_df03,Compras,2026-05-13,18,10,12.18,2.0,158.0,0.0,20.0
syn_Compras_df03_20260514124600,syn_Compras_df03,Compras,2026-05-14,12,10,10.08,2.0,275.0,0.0,20.0
syn_Compras_df03_20260515141700,syn_Compras_df03,Compras,2026-05-15,14,9,9.28,2.0,0.0,0.0,18.0
syn_Compras_df03_20260516083200,syn_Compras_df03,Compras,2026-05-16,8,6,4.73,2.0,59.0,0.0,12.0
syn_Compras_df03_20260517100800,syn_Compras_df03,Compras,2026-05-17,10,8,7.2,2.0,44.0,0.0,16.0
syn_Compras_df03_20260518110700,syn_Compras_df03,Compras,2026-05-18,11,8,7.33,2.0,0.0,0.0,16.0
syn_Compras_df03_20260519184300,syn_Compras_df03,Compras,2026-05-19,18,10,12.02,2.0,65.0,0.0,20.0
syn_Compras_df03_20260520145100,syn_Compras_df03,Compras,2026-05-20,14,10,12.63,2.0,0.0,0.0,20.0
syn_Compras_df03_20260521081800,syn_Compras_df03,Compras,2026-05-21,8,6,5.33,2.0,128.0,0.0,12.0
syn_Compras_df03_20260522153200,syn_Compras_df03,Compras,2026-05-22,15,5,4.12,2.0,72.0,0.0,10.0
syn_Compras_df03_20260523081200,syn_Compras_df03,Compras,2026-05-23,8,6,6.07,2.0,0.0,0.0,12.0
syn_Compras_df03_20260524123200,syn_Compras_df03,Compras,2026-05-24,12,4,3.1,2.0,60.0,0.0,8.0
syn_Compras_df03_20260525104200,syn_Compras_df03,Compras,2026-05-25,10,10,8.2,2.0,317.0,0.0,20.0
syn_Compras_df03_20260526160600,syn_Compras_df03,Compras,2026-05-26,16,7,6.58,2.0,53.0,0.0,14.0
syn_Compras_df03_20260527080400,syn_Compras_df03,Compras,2026-05-27,8,8,7.85,2.0,471.0,0.0,16.0
syn_Compras_df03_20260528152400,syn_Compras_df03,Compras,2026-05-28,15,8,7.42,2.0,168.0,0.0,16.0
syn_Compras_fb52_20260508092600,syn_Compras_fb52,Compras,2026-05-08,9,8,6.75,2.0,405.0,0.0,16.0
syn_Compras_fb52_20260509091200,syn_Compras_fb52,Compras,2026-05-09,9,8,9.47,2.0,0.0,0.125,16.0
syn_Compras_fb52_20260510081200,syn_Compras_fb52,Compras,2026-05-10,8,5,4.12,2.0,0.0,0.0,10.0
syn_Compras_fb52_20260511111400,syn_Compras_fb52,Compras,2026-05-11,11,9,10.18,2.0,0.0,0.0,18.0
syn_Compras_fb52_20260512092000,syn_Compras_fb52,Compras,2026-05-12,9,5,4.35,2.0,0.0,0.0,10.0
syn_Compras_fb52_20260513153400,syn_Compras_fb52,Compras,2026-05-13,15,7,6.58,2.0,55.0,0.0,14.0
syn_Compras_fb52_20260514180100,syn_Compras_fb52,Compras,2026-05-14,18,9,7.47,2.0,0.0,0.0,18.0
syn_Compras_fb52_20260515151900,syn_Compras_fb52,Compras,2026-05-15,15,9,9.62,2.0,136.0,0.0,18.0
syn_Compras_fb52_20260516104000,syn_Compras_fb52,Compras,2026-05-16,10,4,3.13,2.0,188.0,0.0,8.0
syn_Compras_fb52_20260517082100,syn_Compras_fb52,Compras,2026-05-17,8,7,5.05,2.0,17.0,0.0,14.0
syn_Compras_fb52_20260518172400,syn_Compras_fb52,Compras,2026-05-18,17,5,2.3,2.0,115.0,0.0,10.0
syn_Compras_fb52_20260519141600,syn_Compras_fb52,Compras,2026-05-19,14,10,10.12,2.0,0.0,0.0,20.0
syn_Compras_fb52_20260520180600,syn_Compras_fb52,Compras,2026-05-20,18,7,6.1,2.0,0.0,0.0,14.0
syn_Compras_fb52_20260521090400,syn_Compras_fb52,Compras,2026-05-21,9,6,5.47,2.0,0.0,0.0,12.0
syn_Compras_fb52_20260522173700,syn_Compras_fb52,Compras,2026-05-22,17,8,8.28,2.0,247.0,0.0,16.0
syn_Compras_fb52_20260523113200,syn_Compras_fb52,Compras,2026-05-23,11,10,10.9,2.0,654.0,0.1,20.0
syn_Compras_fb52_20260524142600,syn_Compras_fb52,Compras,2026-05-24,14,10,8.65,2.0,0.0,0.0,20.0
syn_Compras_fb52_20260525115300,syn_Compras_fb52,Compras,2026-05-25,11,8,6.22,2.0,373.0,0.0,16.0
syn_Compras_fb52_20260526111600,syn_Compras_fb52,Compras,2026-05-26,11,5,5.95,2.0,357.0,0.0,10.0
syn_Compras_fb52_20260527122200,syn_Compras_fb52,Compras,2026-05-27,12,7,5.52,2.0,242.0,0.0,14.0
syn_Compras_fb52_20260528111100,syn_Compras_fb52,Compras,2026-05-28,11,5,5.68,2.0,192.0,0.0,10.0
syn_Logistica_0ca2_20260508093800,syn_Logistica_0ca2,Logistica,2026-05-08,9,7,6.47,2.0,78.0,0.0,14.0
syn_Logistica_0ca2_20260509105800,syn_Logistica_0ca2,Logistica,2026-05-09,10,7,5.3,2.0,133.0,0.1429,14.0
syn_Logistica_0ca2_20260510111900,syn_Logistica_0ca2,Logistica,2026-05-10,11,11,12.9,2.0,132.0,0.0,22.0
syn_Logistica_0ca2_20260511090500,syn_Logistica_0ca2,Logistica,2026-05-11,9,10,9.35,2.0,270.0,0.0,20.0
syn_Logistica_0ca2_20260512140700,syn_Logistica_0ca2,Logistica,2026-05-12,14,10,10.15,2.0,0.0,0.0,20.0
syn_Logistica_0ca2_20260513113100,syn_Logistica_0ca2,Logistica,2026-05-13,11,8,6.18,2.0,28.0,0.125,16.0
syn_Logistica_0ca2_20260514093600,syn_Logistica_0ca2,Logistica,2026-05-14,9,9,10.15,2.0,0.0,0.0,18.0
syn_Logistica_0ca2_20260515112200,syn_Logistica_0ca2,Logistica,2026-05-15,11,11,12.57,2.0,108.0,0.0909,22.0
syn_Logistica_0ca2_20260516081600,syn_Logistica_0ca2,Logistica,2026-05-16,8,8,7.08,2.0,0.0,0.0,16.0
syn_Logistica_0ca2_20260517112300,syn_Logistica_0ca2,Logistica,2026-05-17,11,12,11.22,2.0,15.0,0.0833,24.0
syn_Logistica_0ca2_20260518094500,syn_Logistica_0ca2,Logistica,2026-05-18,9,13,14.75,2.0,0.0,0.0769,26.0
syn_Logistica_0ca2_20260519183000,syn_Logistica_0ca2,Logistica,2026-05-19,18,8,6.25,2.0,81.0,0.0,16.0
syn_Logistica_0ca2_20260520165800,syn_Logistica_0ca2,Logistica,2026-05-20,16,14,11.6,2.0,62.0,0.0,28.0
syn_Logistica_0ca2_20260521081300,syn_Logistica_0ca2,Logistica,2026-05-21,8,14,16.97,2.0,0.0,0.0,28.0
syn_Logistica_0ca2_20260522165900,syn_Logistica_0ca2,Logistica,2026-05-22,16,8,7.93,2.0,0.0,0.0,16.0
syn_Logistica_0ca2_20260523104700,syn_Logistica_0ca2,Logistica,2026-05-23,10,6,5.22,2.0,19.0,0.0,12.0
syn_Logistica_0ca2_20260524094800,syn_Logistica_0ca2,Logistica,2026-05-24,9,8,6.8,2.0,173.0,0.0,16.0
syn_Logistica_0ca2_20260525110000,syn_Logistica_0ca2,Logistica,2026-05-25,11,11,8.38,2.0,0.0,0.1818,22.0
syn_Logistica_0ca2_20260526155900,syn_Logistica_0ca2,Logistica,2026-05-26,15,6,6.88,2.0,0.0,0.0,12.0
syn_Logistica_0ca2_20260527133300,syn_Logistica_0ca2,Logistica,2026-05-27,13,9,11.27,2.0,218.0,0.1111,18.0
syn_Logistica_0ca2_20260528181700,syn_Logistica_0ca2,Logistica,2026-05-28,18,8,7.25,2.0,17.0,0.0,16.0
syn_Logistica_1d0a_20260508182000,syn_Logistica_1d0a,Logistica,2026-05-08,18,12,13.63,2.0,0.0,0.0,24.0
syn_Logistica_1d0a_20260509161000,syn_Logistica_1d0a,Logistica,2026-05-09,16,12,9.42,2.0,247.0,0.0833,24.0
syn_Logistica_1d0a_20260510113900,syn_Logistica_1d0a,Logistica,2026-05-10,11,14,14.33,2.0,242.0,0.0,28.0
syn_Logistica_1d0a_20260511081900,syn_Logistica_1d0a,Logistica,2026-05-11,8,10,13.1,2.0,398.0,0.0,20.0
syn_Logistica_1d0a_20260512114500,syn_Logistica_1d0a,Logistica,2026-05-12,11,11,12.47,2.0,0.0,0.0909,22.0
syn_Logistica_1d0a_20260513102000,syn_Logistica_1d0a,Logistica,2026-05-13,10,9,6.53,2.0,48.0,0.1111,18.0
syn_Logistica_1d0a_20260514184800,syn_Logistica_1d0a,Logistica,2026-05-14,18,14,13.97,2.0,0.0,0.0,28.0
syn_Logistica_1d0a_20260515130400,syn_Logistica_1d0a,Logistica,2026-05-15,13,7,8.57,2.0,240.0,0.0,14.0
syn_Logistica_1d0a_20260516125700,syn_Logistica_1d0a,Logistica,2026-05-16,12,14,17.43,2.0,0.0,0.0714,28.0
syn_Logistica_1d0a_20260517182300,syn_Logistica_1d0a,Logistica,2026-05-17,18,7,6.92,2.0,186.0,0.0,14.0
syn_Logistica_1d0a_20260518161600,syn_Logistica_1d0a,Logistica,2026-05-18,16,6,3.67,2.0,38.0,0.0,12.0
syn_Logistica_1d0a_20260519103100,syn_Logistica_1d0a,Logistica,2026-05-19,10,8,6.6,2.0,0.0,0.0,16.0
syn_Logistica_1d0a_20260520133900,syn_Logistica_1d0a,Logistica,2026-05-20,13,10,9.28,2.0,41.0,0.1,20.0
syn_Logistica_1d0a_20260521145900,syn_Logistica_1d0a,Logistica,2026-05-21,14,10,11.02,2.0,95.0,0.0,20.0
syn_Logistica_1d0a_20260522143000,syn_Logistica_1d0a,Logistica,2026-05-22,14,12,16.18,2.0,266.0,0.0833,24.0
syn_Logistica_1d0a_20260523144300,syn_Logistica_1d0a,Logistica,2026-05-23,14,14,13.9,2.0,176.0,0.0714,28.0
syn_Logistica_1d0a_20260524112600,syn_Logistica_1d0a,Logistica,2026-05-24,11,13,13.57,2.0,43.0,0.0,26.0
syn_Logistica_1d0a_20260525175700,syn_Logistica_1d0a,Logistica,2026-05-25,17,11,10.65,2.0,39.0,0.0,22.0
syn_Logistica_1d0a_20260526185500,syn_Logistica_1d0a,Logistica,2026-05-26,18,9,10.15,2.0,239.0,0.0,18.0
syn_Logistica_1d0a_20260527095000,syn_Logistica_1d0a,Logistica,2026-05-27,9,11,12.27,2.0,263.0,0.0,22.0
syn_Logistica_1d0a_20260528155300,syn_Logistica_1d0a,Logistica,2026-05-28,15,7,8.07,2.0,200.0,0.0,14.0
syn_Logistica_2864_20260508084800,syn_Logistica_2864,Logistica,2026-05-08,8,13,12.85,2.0,171.0,0.0,26.0
syn_Logistica_2864_20260509111900,syn_Logistica_2864,Logistica,2026-05-09,11,10,8.65,2.0,25.0,0.0,20.0
syn_Logistica_2864_20260510123100,syn_Logistica_2864,Logistica,2026-05-10,12,13,14.42,2.0,170.0,0.0,26.0
syn_Logistica_2864_20260511111600,syn_Logistica_2864,Logistica,2026-05-11,11,10,12.22,2.0,167.0,0.1,20.0
syn_Logistica_2864_20260512102200,syn_Logistica_2864,Logistica,2026-05-12,10,9,6.95,2.0,54.0,0.3333,18.0
syn_Logistica_2864_20260513080800,syn_Logistica_2864,Logistica,2026-05-13,8,12,14.88,2.0,679.0,0.0,24.0
syn_Logistica_2864_20260514084100,syn_Logistica_2864,Logistica,2026-05-14,8,6,4.98,2.0,0.0,0.0,12.0
syn_Logistica_2864_20260515151200,syn_Logistica_2864,Logistica,2026-05-15,15,11,11.08,2.0,440.0,0.0,22.0
syn_Logistica_2864_20260516141700,syn_Logistica_2864,Logistica,2026-05-16,14,12,15.48,2.0,226.0,0.0,24.0
syn_Logistica_2864_20260517070000,syn_Logistica_2864,Logistica,2026-05-17,7,8,6.35,2.0,334.0,0.0,16.0
syn_Logistica_2864_20260518105400,syn_Logistica_2864,Logistica,2026-05-18,10,13,12.03,2.0,105.0,0.0,26.0
syn_Logistica_2864_20260519123200,syn_Logistica_2864,Logistica,2026-05-19,12,12,12.9,2.0,95.0,0.0,24.0
syn_Logistica_2864_20260520114300,syn_Logistica_2864,Logistica,2026-05-20,11,10,11.63,2.0,97.0,0.2,20.0
syn_Logistica_2864_20260521094300,syn_Logistica_2864,Logistica,2026-05-21,9,7,5.02,2.0,301.0,0.0,14.0
syn_Logistica_2864_20260522122300,syn_Logistica_2864,Logistica,2026-05-22,12,10,10.63,2.0,86.0,0.0,20.0
syn_Logistica_2864_20260523081300,syn_Logistica_2864,Logistica,2026-05-23,8,14,11.08,2.0,216.0,0.0,28.0
syn_Logistica_2864_20260524111200,syn_Logistica_2864,Logistica,2026-05-24,11,7,6.53,2.0,209.0,0.0,14.0
syn_Logistica_2864_20260525131000,syn_Logistica_2864,Logistica,2026-05-25,13,6,5.38,2.0,89.0,0.0,12.0
syn_Logistica_2864_20260526170100,syn_Logistica_2864,Logistica,2026-05-26,17,12,15.17,2.0,42.0,0.1667,24.0
syn_Logistica_2864_20260527163400,syn_Logistica_2864,Logistica,2026-05-27,16,8,6.57,2.0,232.0,0.0,16.0
syn_Logistica_2864_20260528100200,syn_Logistica_2864,Logistica,2026-05-28,10,8,9.13,2.0,131.0,0.0,16.0
syn_Reportes_69a4_20260508092500,syn_Reportes_69a4,Reportes,2026-05-08,9,6,6.63,2.0,398.0,0.0,12.0
syn_Reportes_69a4_20260509151600,syn_Reportes_69a4,Reportes,2026-05-09,15,4,5.42,2.0,116.0,0.0,8.0
syn_Reportes_69a4_20260510151200,syn_Reportes_69a4,Reportes,2026-05-10,15,5,4.55,2.0,0.0,0.0,10.0
syn_Reportes_69a4_20260511180900,syn_Reportes_69a4,Reportes,2026-05-11,18,8,8.15,2.0,164.0,0.0,16.0
syn_Reportes_69a4_20260512101500,syn_Reportes_69a4,Reportes,2026-05-12,10,6,4.58,2.0,29.0,0.0,12.0
syn_Reportes_69a4_20260513182100,syn_Reportes_69a4,Reportes,2026-05-13,18,6,5.92,2.0,355.0,0.0,12.0
