session_id,user_id,role,fecha,hora_inicio,n_clics,duracion_min,M1_pre,M2_pre,M3_pre,costo_sesion_total,M1_post,M2_post,M3_post
us_alm_002_20260115214550,us_alm_002,Almacen,2026-01-15,21,134,430.8,3.0,1071.6,0.194,402.0,3.0,1075.261988069958,0.1932861446549516
us_alm_002_20260116200202,us_alm_002,Almacen,2026-01-16,20,30,124.47,3.0,49.2,0.2333,90.0,3.0,49.21813899013635,0.23492181623721753
us_alm_002_20260116224537,us_alm_002,Almacen,2026-01-16,22,68,243.44,3.0,213.9,0.2941,204.0,3.0,211.59090808763656,0.2895220116051836
us_alm_002_20260117032853,us_alm_002,Almacen,2026-01-17,3,29,82.46,3.0,0.0,0.2069,87.0,3.0,10.0,0.202851493446229
us_alm_002_20260117200130,us_alm_002,Almacen,2026-01-17,20,43,199.11,3.0,0.0,0.2791,129.0,3.0,10.0,0.2695961783211444
us_alm_002_20260118000247,us_alm_002,Almacen,2026-01-18,0,13,40.24,3.0,795.9,0.1538,39.0,3.0,812.2820994349495,0.1552537098559025
us_alm_002_20260118011646,us_alm_002,Almacen,2026-01-18,1,23,39.27,3.0,648.1,0.2174,69.0,3.0,651.4186574161765,0.2216727403981951
us_alm_002_20260118024251,us_alm_002,Almacen,2026-01-18,2,39,115.6,3.0,0.0,0.359,117.0,3.0,10.0,0.36628317706683017
us_alm_002_20260118200532,us_alm_002,Almacen,2026-01-18,20,78,337.35,3.0,31.9,0.2564,234.0,3.0,30.72552224041041,0.24983832931457933
us_alm_002_20260119021317,us_alm_002,Almacen,2026-01-19,2,43,163.55,3.0,765.8,0.2791,129.0,3.0,756.230278664013,0.2792456402422769
us_alm_002_20260119200848,us_alm_002,Almacen,2026-01-19,20,24,53.74,3.0,0.0,0.3333,72.0,3.0,10.0,0.32846219174151897
us_alm_002_20260119213237,us_alm_002,Almacen,2026-01-19,21,18,67.18,3.0,569.1,0.1667,54.0,3.0,571.225779313278,0.164181553303534
us_alm_002_20260119231146,us_alm_002,Almacen,2026-01-19,23,8,9.51,3.0,8.0,0.125,24.0,3.0,10.0,0.12148334725787945
us_alm_002_20260119235744,us_alm_002,Almacen,2026-01-19,23,4,4.87,3.0,292.1,0.0,12.0,3.0,286.7064713762201,0.01
us_alm_002_20260120003527,us_alm_002,Almacen,2026-01-20,0,66,205.49,3.0,372.4,0.197,198.0,3.0,365.13169601182483,0.2011513486786349
us_alm_002_20260120043519,us_alm_002,Almacen,2026-01-20,4,3,1.35,3.0,81.0,0.0,9.0,3.0,79.46197380009225,0.01
us_alm_002_20260120201320,us_alm_002,Almacen,2026-01-20,20,31,92.56,3.0,0.0,0.129,93.0,3.0,10.0,0.12947687719913278
us_alm_002_20260120221843,us_alm_002,Almacen,2026-01-20,22,36,119.76,3.0,972.4,0.2222,108.0,3.0,955.7066578910358,0.22531217710409357
us_alm_002_20260121005117,us_alm_002,Almacen,2026-01-21,0,35,115.38,3.0,0.0,0.2571,105.0,3.0,10.0,0.25772737446690647
us_alm_002_20260121032423,us_alm_002,Almacen,2026-01-21,3,34,90.11,3.0,0.0,0.4118,102.0,3.0,10.0,0.4110088506658678
us_alm_002_20260121201051,us_alm_002,Almacen,2026-01-21,20,27,57.86,3.0,0.0,0.1481,81.0,3.0,10.0,0.14601719142877712
us_alm_002_20260121214123,us_alm_002,Almacen,2026-01-21,21,11,24.53,3.0,0.0,0.0909,33.0,3.0,10.0,0.09411931555558534
us_alm_002_20260121223612,us_alm_002,Almacen,2026-01-21,22,80,275.15,3.0,0.0,0.225,240.0,3.0,10.0,0.23315601851098616
us_alm_002_20260122043015,us_alm_002,Almacen,2026-01-22,4,11,18.05,3.0,8.1,0.0909,33.0,3.0,10.0,0.08987743540142422
us_alm_002_20260122201509,us_alm_002,Almacen,2026-01-22,20,90,372.13,3.0,0.0,0.2333,270.0,3.0,10.0,0.23783793906195833
us_alm_002_20260123025943,us_alm_002,Almacen,2026-01-23,2,38,112.97,3.0,435.5,0.1842,114.0,3.0,440.91596477091184,0.17841529213192356
us_alm_002_20260123200324,us_alm_002,Almacen,2026-01-23,20,8,8.36,3.0,492.7,0.375,24.0,3.0,485.5347902694217,0.37314361023336373
us_alm_002_20260123205110,us_alm_002,Almacen,2026-01-23,20,76,201.14,3.0,613.9,0.3289,228.0,3.0,612.9861063575096,0.3329827810576884
us_alm_002_20260124004947,us_alm_002,Almacen,2026-01-24,0,7,19.85,3.0,447.2,0.2857,21.0,3.0,448.789357752347,0.2780698423343305
us_alm_002_20260124014330,us_alm_002,Almacen,2026-01-24,1,16,43.01,3.0,1770.9,0.1875,48.0,3.0,1784.3658474869292,0.1897896965448143
us_alm_002_20260124030202,us_alm_002,Almacen,2026-01-24,3,12,35.4,3.0,0.0,0.0833,36.0,3.0,10.0,0.08510058068877399
us_alm_002_20260124040839,us_alm_002,Almacen,2026-01-24,4,8,51.18,3.0,0.0,0.125,24.0,3.0,10.0,0.1261479501980711
us_alm_002_20260124200433,us_alm_002,Almacen,2026-01-24,20,37,96.29,3.0,3.5,0.2162,111.0,3.0,10.0,0.20901800492347686
us_alm_002_20260124221303,us_alm_002,Almacen,2026-01-24,22,13,33.25,3.0,0.0,0.3077,39.0,3.0,10.0,0.3089781100268018
us_alm_002_20260124232641,us_alm_002,Almacen,2026-01-24,23,59,272.79,3.0,311.0,0.2203,177.0,3.0,312.68922036735523,0.21467464577493572
us_alm_002_20260125043150,us_alm_002,Almacen,2026-01-25,4,3,13.0,3.0,780.0,0.0,9.0,3.0,763.1355179696311,0.01
us_alm_002_20260125210710,us_alm_002,Almacen,2026-01-25,21,37,142.87,3.0,4.1,0.2973,111.0,3.0,10.0,0.3013522031465777
us_alm_002_20260126000925,us_alm_002,Almacen,2026-01-26,0,78,246.36,3.0,728.0,0.3077,234.0,3.0,728.4123155564596,0.30788311928245676
us_alm_002_20260126200008,us_alm_002,Almacen,2026-01-26,20,4,0.26,3.0,0.0,0.25,12.0,3.0,10.0,0.24741977635891313
us_alm_002_20260126203218,us_alm_002,Almacen,2026-01-26,20,24,55.41,3.0,0.0,0.2083,72.0,3.0,10.0,0.2063741611472548
us_alm_002_20260126220408,us_alm_002,Almacen,2026-01-26,22,15,44.16,3.0,0.0,0.0667,45.0,3.0,10.0,0.06628756438729283
us_alm_002_20260126232347,us_alm_002,Almacen,2026-01-26,23,44,133.89,3.0,5.1,0.1591,132.0,3.0,10.0,0.1575766218858668
us_alm_002_20260127023346,us_alm_002,Almacen,2026-01-27,2,23,134.68,3.0,16.3,0.2174,69.0,3.0,16.70937649693697,0.21351024744994962
us_alm_002_20260127200846,us_alm_002,Almacen,2026-01-27,20,45,158.62,3.0,0.0,0.2667,135.0,3.0,10.0,0.26435447453516553
us_alm_002_20260127232730,us_alm_002,Almacen,2026-01-27,23,13,73.01,3.0,0.0,0.3077,39.0,3.0,10.0,0.3089095980946522
us_alm_002_20260128011413,us_alm_002,Almacen,2026-01-28,1,64,225.41,3.0,1070.5,0.2344,192.0,3.0,1092.5917915900234,0.22743569297120267
us_alm_002_20260128200546,us_alm_002,Almacen,2026-01-28,20,66,283.35,3.0,0.0,0.2424,198.0,3.0,10.0,0.24671293009718245
us_alm_002_20260129012051,us_alm_002,Almacen,2026-01-29,1,27,87.46,3.0,0.0,0.2222,81.0,3.0,10.0,0.22693499478679044
us_alm_002_20260129032058,us_alm_002,Almacen,2026-01-29,3,36,97.31,3.0,0.0,0.25,108.0,3.0,10.0,0.2570467372009279
us_alm_002_20260129200827,us_alm_002,Almacen,2026-01-29,20,39,134.47,3.0,1511.8,0.2308,117.0,3.0,1581.3094836657517,0.22912513720501054
us_alm_002_20260129230224,us_alm_002,Almacen,2026-01-29,23,5,28.84,3.0,9.9,0.0,15.0,3.0,10.0,0.01
us_alm_002_20260130001000,us_alm_002,Almacen,2026-01-30,0,41,136.82,3.0,79.1,0.2439,123.0,3.0,81.59888313454599,0.24134948878754636
us_alm_002_20260130025705,us_alm_002,Almacen,2026-01-30,2,30,113.85,3.0,799.9,0.2333,90.0,3.0,793.1778513001004,0.23198519301505688
us_alm_002_20260130200829,us_alm_002,Almacen,2026-01-30,20,56,246.25,3.0,0.0,0.2321,168.0,3.0,10.0,0.22783561766442034
us_alm_002_20260131005220,us_alm_002,Almacen,2026-01-31,0,39,155.5,3.0,0.0,0.2051,117.0,3.0,10.0,0.20195049438794288
us_alm_002_20260131040050,us_alm_002,Almacen,2026-01-31,4,7,56.3,3.0,0.0,0.2857,21.0,3.0,10.0,0.2870383029817137
us_alm_002_20260131201358,us_alm_002,Almacen,2026-01-31,20,65,256.13,3.0,0.0,0.2308,195.0,3.0,10.0,0.22619159774794975
us_alm_002_20260201010153,us_alm_002,Almacen,2026-02-01,1,34,131.98,3.0,5.9,0.2353,102.0,3.0,10.0,0.23429296849907477
us_alm_002_20260201034615,us_alm_002,Almacen,2026-02-01,3,12,50.02,3.0,5.1,0.0833,36.0,3.0,10.0,0.08442424927394955
us_alm_002_20260201203218,us_alm_002,Almacen,2026-02-01,20,62,163.44,3.0,89.9,0.3387,186.0,3.0,87.88134580523099,0.3412904436206508
us_alm_002_20260201235915,us_alm_002,Almacen,2026-02-01,23,54,169.62,3.0,0.0,0.2593,162.0,3.0,10.0,0.26185385225514624
us_alm_002_20260202031857,us_alm_002,Almacen,2026-02-02,3,15,24.01,3.0,0.0,0.2,45.0,3.0,10.0,0.2098212005596436
us_alm_002_20260202043059,us_alm_002,Almacen,2026-02-02,4,15,24.71,3.0,0.0,0.2667,45.0,3.0,10.0,0.2638676622420203
us_alm_002_20260202203628,us_alm_002,Almacen,2026-02-02,20,15,33.43,3.0,0.0,0.2,45.0,3.0,10.0,0.197778091523359
us_alm_002_20260202214209,us_alm_002,Almacen,2026-02-02,21,25,63.32,3.0,833.1,0.32,75.0,3.0,822.4798556848189,0.3276097057990884
us_alm_002_20260202232118,us_alm_002,Almacen,2026-02-02,23,3,0.15,3.0,3.4,0.0,9.0,3.0,10.0,0.01
us_alm_002_20260202235310,us_alm_002,Almacen,2026-02-02,23,88,285.74,3.0,828.8,0.1932,264.0,3.0,815.0028740202243,0.19502154970987706
us_alm_002_20260203202654,us_alm_002,Almacen,2026-02-03,20,70,326.03,3.0,0.0,0.3286,210.0,3.0,10.0,0.3327596279062892
us_alm_002_20260204023142,us_alm_002,Almacen,2026-02-04,2,32,124.19,3.0,3.0,0.1875,96.0,3.0,10.0,0.1818159595687604
us_alm_002_20260204204334,us_alm_002,Almacen,2026-02-04,20,39,108.2,3.0,1149.2,0.2564,117.0,3.0,1184.76785954737,0.26560926070763385
us_alm_002_20260204231717,us_alm_002,Almacen,2026-02-04,23,52,245.19,3.0,0.0,0.2308,156.0,3.0,10.0,0.22901036959933552
us_alm_002_20260205040710,us_alm_002,Almacen,2026-02-05,4,21,44.75,3.0,0.0,0.4762,63.0,3.0,10.0,0.4793853664678364
us_alm_002_20260205200306,us_alm_002,Almacen,2026-02-05,20,10,20.76,3.0,410.8,0.1,30.0,3.0,416.21059974428,0.1040204090775327
us_alm_002_20260205210324,us_alm_002,Almacen,2026-02-05,21,60,169.5,3.0,0.0,0.1333,180.0,3.0,10.0,0.13117173954606048
us_alm_002_20260206002540,us_alm_002,Almacen,2026-02-06,0,71,262.69,3.0,0.0,0.2676,213.0,3.0,10.0,0.2636880624262309
us_alm_002_20260206201637,us_alm_002,Almacen,2026-02-06,20,50,243.72,3.0,6.8,0.14,150.0,3.0,10.0,0.1450247620178498
us_alm_002_20260207005551,us_alm_002,Almacen,2026-02-07,0,45,175.79,3.0,1771.1,0.2667,135.0,3.0,1752.7651725655408,0.26789368493404186
us_alm_002_20260207042446,us_alm_002,Almacen,2026-02-07,4,12,30.06,3.0,0.0,0.1667,36.0,3.0,10.0,0.1706621031736759
us_alm_002_20260207200125,us_alm_002,Almacen,2026-02-07,20,80,255.95,3.0,287.4,0.175,240.0,3.0,301.9248075839215,0.17314195929477885
us_alm_002_20260208011430,us_alm_002,Almacen,2026-02-08,1,54,225.03,3.0,312.1,0.2037,162.0,3.0,309.04491899980127,0.20795391141317937
us_alm_002_20260208200058,us_alm_002,Almacen,2026-02-08,20,13,30.59,3.0,1104.6,0.1538,39.0,3.0,1119.6643467888243,0.159480471733964
us_alm_002_20260208210700,us_alm_002,Almacen,2026-02-08,21,38,183.65,3.0,703.7,0.2368,114.0,3.0,711.9182052802777,0.23509839265803248
us_alm_002_20260209004444,us_alm_002,Almacen,2026-02-09,0,45,136.91,3.0,324.1,0.2889,135.0,3.0,327.92862461254754,0.295306089288608
us_alm_002_20260209034042,us_alm_002,Almacen,2026-02-09,3,7,7.0,3.0,9.5,0.1429,21.0,3.0,10.0,0.14434978918090466
us_alm_002_20260209042601,us_alm_002,Almacen,2026-02-09,4,8,32.7,3.0,8.6,0.375,24.0,3.0,10.0,0.38376971692834255
us_alm_002_20260209202714,us_alm_002,Almacen,2026-02-09,20,72,230.77,3.0,0.0,0.2778,216.0,3.0,10.0,0.281404232135448
us_alm_002_20260210020038,us_alm_002,Almacen,2026-02-10,2,39,176.33,3.0,13.1,0.2308,117.0,3.0,13.056215062956984,0.23147723037657622
us_alm_002_20260210202152,us_alm_002,Almacen,2026-02-10,20,117,261.33,3.0,433.2,0.2564,351.0,3.0,443.6531936858284,0.25221075387917746
us_alm_002_20260211012124,us_alm_002,Almacen,2026-02-11,1,54,211.77,3.0,10.1,0.2778,162.0,3.0,10.174472008392327,0.2756146095587092
us_alm_002_20260211200025,us_alm_002,Almacen,2026-02-11,20,14,56.37,3.0,205.0,0.2143,42.0,3.0,205.11785377403274,0.21977944468313487
us_alm_002_20260211213100,us_alm_002,Almacen,2026-02-11,21,3,19.51,3.0,3.3,0.0,9.0,3.0,10.0,0.01
us_alm_002_20260211222728,us_alm_002,Almacen,2026-02-11,22,2,0.11,3.0,0.0,0.0,6.0,3.0,10.0,0.01
us_alm_002_20260211230320,us_alm_002,Almacen,2026-02-11,23,13,34.54,3.0,0.0,0.2308,39.0,3.0,10.0,0.24078558380277804
us_alm_002_20260212001517,us_alm_002,Almacen,2026-02-12,0,37,158.46,3.0,259.1,0.1892,111.0,3.0,257.5050931864736,0.19002926483988036
us_alm_002_20260212033858,us_alm_002,Almacen,2026-02-12,3,25,67.18,3.0,0.0,0.12,75.0,3.0,10.0,0.12378588787143234
us_alm_002_20260212201135,us_alm_002,Almacen,2026-02-12,20,14,24.68,3.0,12.2,0.1429,42.0,3.0,12.176747890097584,0.14369744352065164
us_alm_002_20260212210703,us_alm_002,Almacen,2026-02-12,21,102,364.85,3.0,3.0,0.2647,306.0,3.0,10.0,0.26568790869798975
us_alm_002_20260213042412,us_alm_002,Almacen,2026-02-13,4,23,33.25,3.0,4.6,0.2174,69.0,3.0,10.0,0.21824390328912185
us_alm_002_20260213202754,us_alm_002,Almacen,2026-02-13,20,56,127.47,3.0,3.4,0.3036,168.0,3.0,10.0,0.297366999101976
us_alm_002_20260213233205,us_alm_002,Almacen,2026-02-13,23,73,269.73,3.0,0.0,0.2603,219.0,3.0,10.0,0.25665517103742663
us_alm_002_20260214045510,us_alm_002,Almacen,2026-02-14,4,4,0.24,3.0,0.0,0.25,12.0,3.0,10.0,0.24238406547608113
us_alm_002_20260214200110,us_alm_002,Almacen,2026-02-14,20,18,51.56,3.0,0.0,0.1667,54.0,3.0,10.0,0.1679576243914651
us_alm_002_20260214212254,us_alm_002,Almacen,2026-02-14,21,68,161.46,3.0,9.7,0.1912,204.0,3.0,10.003711661671462,0.1909485710016569
us_alm_002_20260215004656,us_alm_002,Almacen,2026-02-15,0,58,206.27,3.0,450.6,0.2586,174.0,3.0,445.5965418654409,0.2683293443631467
us_alm_002_20260215045451,us_alm_002,Almacen,2026-02-15,4,2,0.05,3.0,3.2,0.0,6.0,3.0,10.0,0.01
us_alm_002_20260215200856,us_alm_002,Almacen,2026-02-15,20,9,36.53,3.0,6.1,0.2222,27.0,3.0,10.0,0.21996887102697701
us_alm_002_20260215213903,us_alm_002,Almacen,2026-02-15,21,9,29.13,3.0,1278.0,0.3333,27.0,3.0,1251.897289194139,0.33802190407769744
us_alm_002_20260215224239,us_alm_002,Almacen,2026-02-15,22,26,64.48,3.0,0.0,0.2692,78.0,3.0,10.0,0.26616300065211346
us_alm_002_20260216002020,us_alm_002,Almacen,2026-02-16,0,24,132.79,3.0,1276.1,0.3333,72.0,3.0,1243.4240711371212,0.3391158005503154
us_alm_002_20260216031727,us_alm_002,Almacen,2026-02-16,3,11,20.77,3.0,7.3,0.1818,33.0,3.0,10.0,0.18143939655929817
us_alm_002_20260216041654,us_alm_002,Almacen,2026-02-16,4,5,6.33,3.0,380.0,0.2,15.0,3.0,394.0344411699623,0.1957196609346954
us_alm_002_20260216201250,us_alm_002,Almacen,2026-02-16,20,2,0.1,3.0,6.2,0.5,6.0,3.0,10.0,0.4930809193011876
us_alm_002_20260216204458,us_alm_002,Almacen,2026-02-16,20,77,291.15,3.0,0.0,0.2597,231.0,3.0,10.0,0.260963905099782
us_alm_002_20260217022526,us_alm_002,Almacen,2026-02-17,2,14,34.72,3.0,130.9,0.1429,42.0,3.0,130.26844400053213,0.14390617432323785
us_alm_002_20260217033530,us_alm_002,Almacen,2026-02-17,3,24,43.41,3.0,8.4,0.25,72.0,3.0,10.0,0.2572188230203663
us_alm_002_20260217045417,us_alm_002,Almacen,2026-02-17,4,9,3.76,3.0,0.0,0.2222,27.0,3.0,10.0,0.22716526267557766
us_alm_002_20260217200641,us_alm_002,Almacen,2026-02-17,20,8,29.31,3.0,484.0,0.125,24.0,3.0,487.31758135293614,0.12614188304788446
us_alm_002_20260217213532,us_alm_002,Almacen,2026-02-17,21,38,118.13,3.0,8.2,0.2368,114.0,3.0,10.0,0.238920347740242
us_alm_002_20260218000414,us_alm_002,Almacen,2026-02-18,0,23,40.59,3.0,411.2,0.3478,69.0,3.0,416.48575197715064,0.35704558499960115
us_alm_002_20260218013005,us_alm_002,Almacen,2026-02-18,1,10,47.69,3.0,0.0,0.2,30.0,3.0,10.0,0.20283601503035406
us_alm_002_20260218031529,us_alm_002,Almacen,2026-02-18,3,19,102.26,3.0,0.0,0.1053,57.0,3.0,10.0,0.10833288685573661
us_alm_002_20260218202757,us_alm_002,Almacen,2026-02-18,20,44,144.92,3.0,1012.4,0.2727,132.0,3.0,998.7044086679039,0.2825223291210956
us_alm_002_20260218232302,us_alm_002,Almacen,2026-02-18,23,85,316.42,3.0,79.8,0.1765,255.0,3.0,79.73590791077163,0.17144936388952328
us_alm_002_20260219201139,us_alm_002,Almacen,2026-02-19,20,89,293.88,3.0,4.1,0.2022,267.0,3.0,10.0,0.19944582709717157
us_alm_002_20260220013725,us_alm_002,Almacen,2026-02-20,1,27,117.6,3.0,0.0,0.037,81.0,3.0,10.0,0.03651705825531623
us_alm_002_20260220041325,us_alm_002,Almacen,2026-02-20,4,10,37.03,3.0,6.1,0.1,30.0,3.0,10.0,0.09622091853810893
us_alm_002_20260220200150,us_alm_002,Almacen,2026-02-20,20,38,125.49,3.0,0.0,0.2632,114.0,3.0,10.0,0.25044069922462514
us_alm_002_20260220232213,us_alm_002,Almacen,2026-02-20,23,23,77.38,3.0,0.0,0.3043,69.0,3.0,10.0,0.3089278835972942
us_alm_002_20260221011356,us_alm_002,Almacen,2026-02-21,1,32,137.17,3.0,14.8,0.2812,96.0,3.0,15.032596846960645,0.2835927733274787
us_alm_002_20260221040445,us_alm_002,Almacen,2026-02-21,4,3,54.97,3.0,1676.4,0.0,9.0,3.0,1643.9792238731638,0.01
us_alm_002_20260221200305,us_alm_002,Almacen,2026-02-21,20,132,375.1,3.0,0.0,0.2348,396.0,3.0,10.0,0.22936031941955182
us_alm_002_20260222025428,us_alm_002,Almacen,2026-02-22,2,29,119.43,3.0,2116.5,0.3103,87.0,3.0,2180.1388501138035,0.3157449103753126
us_alm_002_20260222200423,us_alm_002,Almacen,2026-02-22,20,10,3.07,3.0,0.0,0.2,30.0,3.0,10.0,0.20010754335597813
us_alm_002_20260222204437,us_alm_002,Almacen,2026-02-22,20,54,212.23,3.0,671.7,0.2593,162.0,3.0,674.4994146419674,0.2487115629723516
us_alm_002_20260223005005,us_alm_002,Almacen,2026-02-23,0,28,158.22,3.0,0.0,0.2143,84.0,3.0,10.0,0.21137701551308144
us_alm_002_20260223035910,us_alm_002,Almacen,2026-02-23,3,12,59.61,3.0,1292.0,0.0833,36.0,3.0,1266.1181389443154,0.08283168691205199
us_alm_002_20260223200744,us_alm_002,Almacen,2026-02-23,20,64,226.89,3.0,1239.3,0.3281,192.0,3.0,1283.857458254492,0.33230521085563414
us_alm_002_20260224002858,us_alm_002,Almacen,2026-02-24,0,34,147.7,3.0,0.0,0.2059,102.0,3.0,10.0,0.20825789589362464
us_alm_002_20260224033031,us_alm_002,Almacen,2026-02-24,3,16,88.19,3.0,4900.6,0.375,48.0,3.0,5037.753625050667,0.38193475262184573
us_alm_002_20260224200241,us_alm_002,Almacen,2026-02-24,20,15,65.16,3.0,0.0,0.0667,45.0,3.0,10.0,0.06583698633854075
us_alm_002_20260224213822,us_alm_002,Almacen,2026-02-24,21,48,170.69,3.0,0.0,0.25,144.0,3.0,10.0,0.2519674269271088
us_alm_002_20260225011138,us_alm_002,Almacen,2026-02-25,1,75,225.8,3.0,6.3,0.28,225.0,3.0,10.0,0.28355696208941905
us_alm_002_20260225200135,us_alm_002,Almacen,2026-02-25,20,24,68.15,3.0,6.7,0.125,72.0,3.0,10.0,0.12366191197109858
us_alm_002_20260225220604,us_alm_002,Almacen,2026-02-25,22,35,68.0,3.0,466.3,0.1143,105.0,3.0,478.58601705610573,0.11475171269632682
us_alm_002_20260225234803,us_alm_002,Almacen,2026-02-25,23,100,311.01,3.0,0.0,0.25,300.0,3.0,10.0,0.24655406090955215
us_alm_002_20260226201340,us_alm_002,Almacen,2026-02-26,20,5,7.39,3.0,426.0,0.4,15.0,3.0,440.79041160296794,0.40158328626770123
us_alm_002_20260226205409,us_alm_002,Almacen,2026-02-26,20,19,100.01,3.0,0.0,0.1579,57.0,3.0,10.0,0.15637188853605646
us_alm_002_20260226231215,us_alm_002,Almacen,2026-02-26,23,47,142.04,3.0,0.0,0.2128,141.0,3.0,10.0,0.21460525026788652
us_alm_002_20260227021508,us_alm_002,Almacen,2026-02-27,2,46,160.09,3.0,13.8,0.1957,138.0,3.0,13.944302594697799,0.1934545381845844
us_alm_002_20260227200011,us_alm_002,Almacen,2026-02-27,20,8,15.26,3.0,0.0,0.375,24.0,3.0,10.0,0.391067027689589
us_alm_002_20260227205043,us_alm_002,Almacen,2026-02-27,20,113,488.34,3.0,1076.1,0.2566,339.0,3.0,1113.2801841069074,0.25883921307276714
us_alm_002_20260228200345,us_alm_002,Almacen,2026-02-28,20,19,120.65,3.0,0.0,0.1579,57.0,3.0,10.0,0.15827905892977628
us_alm_002_20260228223711,us_alm_002,Almacen,2026-02-28,22,65,218.05,3.0,872.9,0.1692,195.0,3.0,883.6107967679276,0.1657388699593686
us_alm_002_20260301024529,us_alm_002,Almacen,2026-03-01,2,4,10.99,3.0,659.5,0.25,12.0,3.0,656.1052034713861,0.24165707963061206
us_alm_002_20260301032721,us_alm_002,Almacen,2026-03-01,3,25,84.15,3.0,55.3,0.24,75.0,3.0,55.74154077360143,0.24310654051057312
us_alm_002_20260301200021,us_alm_002,Almacen,2026-03-01,20,2,0.14,3.0,8.5,0.0,6.0,3.0,10.0,0.01
us_alm_002_20260301203443,us_alm_002,Almacen,2026-03-01,20,3,0.19,3.0,0.0,0.0,9.0,3.0,10.0,0.01
us_alm_002_20260301211500,us_alm_002,Almacen,2026-03-01,21,46,240.54,3.0,1590.5,0.2826,138.0,3.0,1597.6398123483925,0.28851819960636393
us_alm_002_20260302015335,us_alm_002,Almacen,2026-03-02,1,36,114.79,3.0,155.0,0.2778,108.0,3.0,160.22017584351937,0.27525043903550017
us_alm_002_20260302042635,us_alm_002,Almacen,2026-03-02,4,7,31.09,3.0,3.2,0.2857,21.0,3.0,10.0,0.285479962605273
us_alm_002_20260302201215,us_alm_002,Almacen,2026-03-02,20,153,523.59,3.0,4.7,0.2418,459.0,3.0,10.0,0.2460733794576855
us_alm_002_20260303200105,us_alm_002,Almacen,2026-03-03,20,10,55.04,3.0,0.0,0.2,30.0,3.0,10.0,0.193694431372063
us_alm_002_20260303214324,us_alm_002,Almacen,2026-03-03,21,42,178.86,3.0,406.8,0.2143,126.0,3.0,418.81313228536993,0.22021507154387596
us_alm_002_20260304011614,us_alm_002,Almacen,2026-03-04,1,57,206.4,3.0,0.0,0.1754,171.0,3.0,10.0,0.17678847879529844
us_alm_002_20260304200802,us_alm_002,Almacen,2026-03-04,20,17,16.15,3.0,15.1,0.1765,51.0,3.0,15.249197116257385,0.17742017839335839
us_alm_002_20260304211917,us_alm_002,Almacen,2026-03-04,21,84,293.59,3.0,1946.3,0.2738,252.0,3.0,1924.8788215814131,0.27012219043717123
us_alm_002_20260305024652,us_alm_002,Almacen,2026-03-05,2,2,0.14,3.0,0.0,0.5,6.0,3.0,10.0,0.5117272901925937
us_alm_002_20260305032327,us_alm_002,Almacen,2026-03-05,3,23,90.18,3.0,872.2,0.1304,69.0,3.0,881.6825610967454,0.12943343782191943
us_alm_002_20260305200600,us_alm_002,Almacen,2026-03-05,20,39,117.0,3.0,726.5,0.2308,117.0,3.0,737.7127822657205,0.2176511272631716
us_alm_002_20260305234911,us_alm_002,Almacen,2026-03-05,23,64,305.87,3.0,0.0,0.1562,192.0,3.0,10.0,0.1507651341550972
us_alm_002_20260306202053,us_alm_002,Almacen,2026-03-06,20,16,58.37,3.0,5.2,0.25,48.0,3.0,10.0,0.24440165052686927
us_alm_002_20260306221646,us_alm_002,Almacen,2026-03-06,22,15,41.06,3.0,4.0,0.3333,45.0,3.0,10.0,0.3410380713646652
us_alm_002_20260306233245,us_alm_002,Almacen,2026-03-06,23,81,322.73,3.0,3.7,0.2222,243.0,3.0,10.0,0.2237398632504113
us_alm_002_20260307200416,us_alm_002,Almacen,2026-03-07,20,14,44.73,3.0,667.3,0.2857,42.0,3.0,666.6737979542784,0.28842581128675293
us_alm_002_20260307213300,us_alm_002,Almacen,2026-03-07,21,133,444.63,3.0,7.1,0.2105,399.0,3.0,10.0,0.20509860273616612
us_alm_002_20260308200038,us_alm_002,Almacen,2026-03-08,20,26,121.04,3.0,0.0,0.2692,78.0,3.0,10.0,0.26654161455625947
us_alm_002_20260308223341,us_alm_002,Almacen,2026-03-08,22,24,38.77,3.0,0.0,0.2083,72.0,3.0,10.0,0.20651647223941602
us_alm_002_20260308235758,us_alm_002,Almacen,2026-03-08,23,8,14.02,3.0,444.1,0.125,24.0,3.0,457.429748460414,0.12712555435528372
us_alm_002_20260309005129,us_alm_002,Almacen,2026-03-09,0,48,238.11,3.0,2087.8,0.2292,144.0,3.0,2073.2416814756657,0.2275990026834043
us_alm_002_20260309200516,us_alm_002,Almacen,2026-03-09,20,47,161.71,3.0,89.8,0.234,141.0,3.0,89.22234344801358,0.24371918056306477
us_alm_002_20260309232258,us_alm_002,Almacen,2026-03-09,23,109,331.58,3.0,0.0,0.2936,327.0,3.0,10.0,0.296125204552306
us_alm_002_20260310200256,us_alm_002,Almacen,2026-03-10,20,11,44.13,3.0,6.8,0.0909,33.0,3.0,10.0,0.09133411869111019
us_alm_002_20260310211716,us_alm_002,Almacen,2026-03-10,21,9,24.0,3.0,0.0,0.3333,27.0,3.0,10.0,0.33199113190599955
us_alm_002_20260310222316,us_alm_002,Almacen,2026-03-10,22,98,322.53,3.0,0.0,0.2653,294.0,3.0,10.0,0.26510249881307874
us_alm_002_20260311043412,us_alm_002,Almacen,2026-03-11,4,3,22.48,3.0,1348.6,0.0,9.0,3.0,1368.2256240509764,0.01
