session_id,user_id,role,fecha,hora_inicio,n_clics,duracion_min,M1_pre,M2_pre,M3_pre,costo_sesion_total,M1_post,M2_post,M3_post,delta_M1,delta_M2,delta_M3,red_M1_pct,red_M2_pct,red_M3_pct
bot_Logistica_97c4_20260505131602,bot_Logistica_97c4,Logistica,2026-05-05,13,14,114.12,2.0,1399.0,0.0714,28.0,1.7404009951345638,1082.7959667928849,0.06417001522968419,0.2595990048654362,316.2040332071151,0.00722998477031582,12.98,22.6,10.13
bot_Logistica_97c4_20260505154933,bot_Logistica_97c4,Logistica,2026-05-05,15,4,3.05,2.0,11.0,0.0,8.0,1.4716070592116277,10.151051002559521,0.0,0.5283929407883723,0.8489489974404787,0.0,26.42,7.72,
bot_Logistica_97c4_20260505170818,bot_Logistica_97c4,Logistica,2026-05-05,17,3,0.73,2.0,27.0,0.0,6.0,1.6701286888129607,21.890359232807917,0.0,0.3298713111870393,5.109640767192083,0.0,16.49,18.92,
bot_Logistica_97c4_20260505175056,bot_Logistica_97c4,Logistica,2026-05-05,17,2,7.57,2.0,454.0,0.0,4.0,1.676036529757515,405.496952721775,0.0,0.32396347024248495,48.50304727822498,0.0,16.2,10.68,
bot_Logistica_97c4_20260506070451,bot_Logistica_97c4,Logistica,2026-05-06,7,32,162.5,2.0,293.0,0.0938,64.0,1.6948301761461877,240.207081091067,0.07580472502474818,0.3051698238538123,52.79291890893299,0.017995274975251815,15.26,18.02,19.18
bot_Logistica_97c4_20260506102722,bot_Logistica_97c4,Logistica,2026-05-06,10,12,80.53,2.0,31.0,0.1667,24.0,1.710580176889206,23.327238991382227,0.12395657450674887,0.28941982311079406,7.672761008617773,0.04274342549325112,14.47,24.75,25.64
bot_Logistica_97c4_20260506134429,bot_Logistica_97c4,Logistica,2026-05-06,13,10,45.5,2.0,30.0,0.1,20.0,1.7541264094022715,25.396298157191914,0.0801800833182366,0.2458735905977285,4.603701842808086,0.019819916681763403,12.29,15.35,19.82
bot_Logistica_97c4_20260506150029,bot_Logistica_97c4,Logistica,2026-05-06,15,2,5.57,2.0,0.0,0.5,4.0,1.6816433933065393,0.0,0.3920060079922659,0.31835660669346066,0.0,0.10799399200773407,15.92,,21.6
bot_Logistica_97c4_20260506160452,bot_Logistica_97c4,Logistica,2026-05-06,16,14,39.85,2.0,711.0,0.1429,28.0,1.6019695274597687,602.7802988187226,0.10890142650394058,0.3980304725402313,108.2197011812774,0.03399857349605942,19.9,15.22,23.79
bot_Logistica_97c4_20260506172304,bot_Logistica_97c4,Logistica,2026-05-06,17,6,34.68,2.0,43.0,0.1667,12.0,1.720625275571447,32.37344525088864,0.14377171223710922,0.27937472442855293,10.626554749111357,0.02292828776289077,13.97,24.71,13.75
bot_Logistica_97c4_20260507070719,bot_Logistica_97c4,Logistica,2026-05-07,7,20,79.58,2.0,33.0,0.05,40.0,1.7270597482413041,28.076449061617893,0.04300672745986378,0.27294025175869585,4.923550938382107,0.006993272540136222,13.65,14.92,13.99
bot_Logistica_97c4_20260507100100,bot_Logistica_97c4,Logistica,2026-05-07,10,16,113.73,2.0,1526.0,0.125,32.0,1.8463474444462578,1356.1844359608833,0.0898695360541772,0.15365255555374224,169.81556403911668,0.035130463945822796,7.68,11.13,28.1
bot_Logistica_97c4_20260507130941,bot_Logistica_97c4,Logistica,2026-05-07,13,5,36.78,2.0,151.0,0.0,10.0,1.55184230332643,121.82061973839762,0.0,0.4481576966735701,29.179380261602375,0.0,22.41,19.32,
bot_Logistica_97c4_20260507150551,bot_Logistica_97c4,Logistica,2026-05-07,15,3,1.03,2.0,25.0,0.0,6.0,1.7315659020469123,20.042820233558167,0.0,0.2684340979530877,4.957179766441833,0.0,13.42,19.83,
bot_Logistica_97c4_20260507155143,bot_Logistica_97c4,Logistica,2026-05-07,15,2,14.1,2.0,846.0,0.0,4.0,1.6042617067646676,683.0807969334406,0.0,0.3957382932353324,162.91920306655936,0.0,19.79,19.26,
bot_Logistica_97c4_20260507172258,bot_Logistica_97c4,Logistica,2026-05-07,17,2,6.68,2.0,0.0,0.0,4.0,1.5874766753889096,0.0,0.0,0.4125233246110904,0.0,0.0,20.63,,
bot_Reportes_8c97_20260501080108,bot_Reportes_8c97,Reportes,2026-05-01,8,10,76.08,2.0,1253.0,0.0,20.0,1.6851641796607841,949.1851596146787,0.0,0.31483582033921587,303.8148403853213,0.0,15.74,24.25,
bot_Reportes_8c97_20260501095221,bot_Reportes_8c97,Reportes,2026-05-01,9,3,11.63,2.0,0.0,0.3333,6.0,1.629131790088089,0.0,0.24300306759328008,0.37086820991191094,0.0,0.0902969324067199,18.54,,27.09
bot_Reportes_8c97_20260501112848,bot_Reportes_8c97,Reportes,2026-05-01,11,7,52.33,2.0,825.0,0.0,14.0,1.6498309879408992,640.3799396676918,0.0,0.3501690120591008,184.62006033230819,0.0,17.51,22.38,
bot_Reportes_8c97_20260501132107,bot_Reportes_8c97,Reportes,2026-05-01,13,2,11.47,2.0,688.0,0.0,4.0,1.8358084538268795,550.535539449472,0.0,0.16419154617312048,137.46446055052797,0.0,8.21,19.98,
bot_Reportes_8c97_20260501141226,bot_Reportes_8c97,Reportes,2026-05-01,14,4,6.9,2.0,366.0,0.0,8.0,1.5094823574874114,293.9897106239056,0.0,0.49051764251258856,72.01028937609442,0.0,24.53,19.67,
bot_Reportes_8c97_20260501150449,bot_Reportes_8c97,Reportes,2026-05-01,15,5,6.8,2.0,358.0,0.0,10.0,1.5171032942212233,320.632829188145,0.0,0.48289670577877675,37.367170811854976,0.0,24.14,10.44,
bot_Reportes_8c97_20260501154446,bot_Reportes_8c97,Reportes,2026-05-01,15,2,23.82,2.0,0.0,0.0,4.0,1.5235533224105733,0.0,0.0,0.4764466775894267,0.0,0.0,23.82,,
bot_Reportes_8c97_20260501171012,bot_Reportes_8c97,Reportes,2026-05-01,17,5,11.1,2.0,0.0,0.2,10.0,1.6419809962217198,0.0,0.14712862824175132,0.3580190037782802,0.0,0.052871371758248686,17.9,,26.44
bot_Reportes_8c97_20260501175904,bot_Reportes_8c97,Reportes,2026-05-01,17,20,55.05,2.0,0.0,0.1,40.0,1.5550481364448496,0.0,0.0803033604877534,0.4449518635551504,0.0,0.019696639512246608,22.25,,19.7
bot_Reportes_8c97_20260502093456,bot_Reportes_8c97,Reportes,2026-05-02,9,6,51.1,2.0,1123.0,0.0,12.0,1.5975701000933256,829.0354142584277,0.0,0.40242989990667444,293.96458574157225,0.0,20.12,26.18,
bot_Reportes_8c97_20260502162316,bot_Reportes_8c97,Reportes,2026-05-02,16,2,18.22,2.0,0.0,0.0,4.0,1.6408585745283824,0.0,0.0,0.35914142547161765,0.0,0.0,17.96,,
bot_Reportes_8c97_20260502175348,bot_Reportes_8c97,Reportes,2026-05-02,17,4,48.27,2.0,2896.0,0.25,8.0,1.6631922154548906,2397.7692754722775,0.1921229286067669,0.3368077845451094,498.2307245277225,0.05787707139323309,16.84,17.2,23.15
bot_Reportes_8c97_20260503092645,bot_Reportes_8c97,Reportes,2026-05-03,9,2,8.12,2.0,487.0,0.5,4.0,1.413703906648401,402.49620363587843,0.3911921921790778,0.586296093351599,84.50379636412157,0.1088078078209222,29.31,17.35,21.76
bot_Reportes_8c97_20260503140819,bot_Reportes_8c97,Reportes,2026-05-03,14,3,0.53,2.0,0.0,0.0,6.0,1.6069578837195375,0.0,0.0,0.3930421162804625,0.0,0.0,19.65,,
bot_Reportes_8c97_20260503174524,bot_Reportes_8c97,Reportes,2026-05-03,17,3,1.0,2.0,0.0,0.0,6.0,1.6851152853332905,0.0,0.0,0.31488471466670953,0.0,0.0,15.74,,
bot_Reportes_8c97_20260503182729,bot_Reportes_8c97,Reportes,2026-05-03,18,3,23.62,2.0,0.0,0.0,6.0,1.5826318376130462,0.0,0.0,0.41736816238695384,0.0,0.0,20.87,,
bot_Reportes_8c97_20260504080401,bot_Reportes_8c97,Reportes,2026-05-04,8,15,136.13,2.0,1742.0,0.0667,30.0,1.5281955271782628,1410.6821196715596,0.04995071191216868,0.4718044728217372,331.3178803284404,0.016749288087831313,23.59,19.02,25.11
bot_Reportes_8c97_20260504112928,bot_Reportes_8c97,Reportes,2026-05-04,11,4,14.17,2.0,778.0,0.0,8.0,1.5363503772567686,614.2632043970699,0.0,0.4636496227432314,163.7367956029301,0.0,23.18,21.05,
bot_Reportes_8c97_20260504133821,bot_Reportes_8c97,Reportes,2026-05-04,13,11,121.08,2.0,0.0,0.0,22.0,1.5319251378336523,0.0,0.0,0.46807486216634775,0.0,0.0,23.4,,
bot_Reportes_8c97_20260504161343,bot_Reportes_8c97,Reportes,2026-05-04,16,40,160.3,2.0,0.0,0.025,80.0,1.5611128355838642,0.0,0.02110872235544217,0.43888716441613584,0.0,0.0038912776445578327,21.94,,15.57
bot_Reportes_8c97_20260505092941,bot_Reportes_8c97,Reportes,2026-05-05,9,10,55.07,2.0,0.0,0.0,20.0,1.5994554776511576,0.0,0.0,0.4005445223488424,0.0,0.0,20.03,,
bot_Reportes_8c97_20260505110525,bot_Reportes_8c97,Reportes,2026-05-05,11,4,26.82,2.0,1567.0,0.0,8.0,1.606505026586926,1331.1375728370963,0.0,0.39349497341307393,235.8624271629037,0.0,19.67,15.05,
bot_Reportes_8c97_20260505131407,bot_Reportes_8c97,Reportes,2026-05-05,13,12,141.48,2.0,1492.0,0.25,24.0,1.6863480375065352,1162.4702816225122,0.21061684300231975,0.31365196249346483,329.5297183774878,0.039383156997680246,15.68,22.09,15.75
bot_Reportes_8c97_20260505165435,bot_Reportes_8c97,Reportes,2026-05-05,16,28,120.6,2.0,1937.0,0.1429,56.0,1.8096898123619252,1524.1440854214188,0.10713568448459149,0.19031018763807483,412.8559145785812,0.03576431551540851,9.52,21.31,25.03
bot_Reportes_8c97_20260506083023,bot_Reportes_8c97,Reportes,2026-05-06,8,2,7.7,2.0,462.0,0.0,4.0,1.7251384477117702,408.39811656637943,0.0,0.27486155228822984,53.60188343362057,0.0,13.74,11.6,
bot_Reportes_8c97_20260506092017,bot_Reportes_8c97,Reportes,2026-05-06,9,10,54.83,2.0,450.0,0.2,20.0,1.5377813182904143,355.90984630063855,0.14095549488965725,0.4622186817095857,94.09015369936145,0.05904450511034276,23.11,20.91,29.52
bot_Reportes_8c97_20260506105834,bot_Reportes_8c97,Reportes,2026-05-06,10,4,11.17,2.0,616.0,0.0,8.0,1.4879348053515802,464.95246438403626,0.0,0.5120651946484198,151.04753561596374,0.0,25.6,24.52,
bot_Reportes_8c97_20260506135059,bot_Reportes_8c97,Reportes,2026-05-06,13,13,83.4,2.0,2229.0,0.0,26.0,1.5763315112613219,1820.4482319411952,0.0,0.42366848873867813,408.5517680588048,0.0,21.18,18.33,
bot_Reportes_8c97_20260506154857,bot_Reportes_8c97,Reportes,2026-05-06,15,4,27.3,2.0,230.0,0.25,8.0,1.479964595926121,196.4697075824807,0.19032513944718113,0.520035404073879,33.53029241751929,0.05967486055281887,26.0,14.58,23.87
bot_Reportes_8c97_20260506165614,bot_Reportes_8c97,Reportes,2026-05-06,16,5,38.85,2.0,1241.0,0.0,10.0,1.5748536290347568,1040.8775494889376,0.0,0.4251463709652432,200.12245051106242,0.0,21.26,16.13,
bot_Reportes_8c97_20260506181838,bot_Reportes_8c97,Reportes,2026-05-06,18,14,38.68,2.0,394.0,0.0714,28.0,1.6180409746184052,320.4491085017972,0.0568788510125091,0.38195902538159476,73.55089149820282,0.014521148987490906,19.1,18.67,20.34
bot_Reportes_8c97_20260507080429,bot_Reportes_8c97,Reportes,2026-05-07,8,18,141.22,2.0,3053.0,0.1111,36.0,1.6087168643907819,2832.466566357398,0.08222655438748395,0.3912831356092181,220.53343364260218,0.02887344561251605,19.56,7.22,25.99
bot_Reportes_8c97_20260507112221,bot_Reportes_8c97,Reportes,2026-05-07,11,4,7.23,2.0,0.0,0.25,8.0,1.5267003044998184,0.0,0.18605653601049682,0.4732996955001816,0.0,0.06394346398950318,23.66,,25.58
bot_Reportes_8c97_20260507140945,bot_Reportes_8c97,Reportes,2026-05-07,14,4,6.67,2.0,0.0,0.0,8.0,1.5160612872693484,0.0,0.0,0.4839387127306516,0.0,0.0,24.2,,
bot_Reportes_8c97_20260507152851,bot_Reportes_8c97,Reportes,2026-05-07,15,14,95.18,2.0,794.0,0.0,28.0,1.5227253706250525,606.125483747762,0.0,0.47727462937494747,187.87451625223798,0.0,23.86,23.66,
bot_Reportes_8c97_20260507173904,bot_Reportes_8c97,Reportes,2026-05-07,17,11,80.83,2.0,2359.0,0.0909,22.0,1.524577695571903,1973.6493079042623,0.07109708512976916,0.47542230442809696,385.3506920957377,0.019802914870230837,23.77,16.34,21.79
bot_Ventas_9525_20260501082551,bot_Ventas_9525,Ventas,2026-05-01,8,4,5.75,2.0,0.0,0.0,8.0,1.2858255885002767,0.0,0.0,0.7141744114997233,0.0,0.0,35.71,,
bot_Ventas_9525_20260501092412,bot_Ventas_9525,Ventas,2026-05-01,9,17,150.43,2.0,0.0,0.1176,34.0,1.3761211309515613,0.0,0.07812088849746243,0.6238788690484387,0.0,0.039479111502537564,31.19,,33.57
bot_Ventas_9525_20260501122559,bot_Ventas_9525,Ventas,2026-05-01,12,24,175.18,2.0,9293.0,0.125,48.0,1.4708456789987026,6811.09259629743,0.09381377836728969,0.5291543210012974,2481.9074037025703,0.031186221632710315,26.46,26.71,24.95
bot_Ventas_9525_20260501155703,bot_Ventas_9525,Ventas,2026-05-01,15,5,18.58,2.0,0.0,0.0,10.0,1.4197052772505951,0.0,0.0,0.5802947227494049,0.0,0.0,29.01,,
bot_Ventas_9525_20260501172111,bot_Ventas_9525,Ventas,2026-05-01,17,35,158.37,2.0,1451.0,0.2571,70.0,1.364306996005808,1013.2966381180058,0.19018404133552116,0.6356930039941919,437.70336188199417,0.06691595866447883,31.78,30.17,26.03
bot_Ventas_9525_20260502101826,bot_Ventas_9525,Ventas,2026-05-02,10,2,0.15,2.0,9.0,0.0,4.0,1.3856388700963829,6.400704578237504,0.0,0.6143611299036171,2.5992954217624957,0.0,30.72,28.88,
bot_Ventas_9525_20260502105903,bot_Ventas_9525,Ventas,2026-05-02,10,2,22.7,2.0,1362.0,0.0,4.0,1.5562393273448083,1125.4840982019937,0.0,0.4437606726551917,236.51590179800633,0.0,22.19,17.37,
bot_Ventas_9525_20260502121114,bot_Ventas_9525,Ventas,2026-05-02,12,2,6.87,2.0,0.0,0.0,4.0,1.3884560557481778,0.0,0.0,0.6115439442518222,0.0,0.0,30.58,,
bot_Ventas_9525_20260502170634,bot_Ventas_9525,Ventas,2026-05-02,17,3,1.3,2.0,78.0,0.0,6.0,1.6220707325736035,56.87731992277126,0.0,0.37792926742639654,21.122680077228743,0.0,18.9,27.08,
bot_Ventas_9525_20260502180217,bot_Ventas_9525,Ventas,2026-05-02,18,2,0.5,2.0,30.0,0.0,4.0,1.496465483069231,22.66305537087436,0.0,0.503534516930769,7.3369446291256395,0.0,25.18,24.46,
bot_Ventas_9525_20260502184908,bot_Ventas_9525,Ventas,2026-05-02,18,4,48.93,2.0,1069.0,0.0,8.0,1.4881274031107299,805.3137621585402,0.0,0.5118725968892701,263.68623784145984,0.0,25.59,24.67,
bot_Ventas_9525_20260503085610,bot_Ventas_9525,Ventas,2026-05-03,8,2,16.45,2.0,987.0,0.5,4.0,1.5756158991037528,722.9138329525488,0.32082204799207864,0.42438410089624723,264.0861670474512,0.17917795200792136,21.22,26.76,35.84
bot_Ventas_9525_20260503095421,bot_Ventas_9525,Ventas,2026-05-03,9,2,1.03,2.0,62.0,0.0,4.0,1.4520713686433322,47.140177796175905,0.0,0.5479286313566678,14.859822203824095,0.0,27.4,23.97,
bot_Ventas_9525_20260503105205,bot_Ventas_9525,Ventas,2026-05-03,10,2,28.85,2.0,0.0,0.5,4.0,1.4742673308872902,0.0,0.3257186205733704,0.5257326691127098,0.0,0.17428137942662958,26.29,,34.86
bot_Ventas_9525_20260503190116,bot_Ventas_9525,Ventas,2026-05-03,19,6,42.22,2.0,0.0,0.0,12.0,1.56524518626073,0.0,0.0,0.43475481373927005,0.0,0.0,21.74,,
bot_Ventas_9525_20260504080630,bot_Ventas_9525,Ventas,2026-05-04,8,3,26.48,2.0,1589.0,0.0,6.0,1.301414385902008,1171.5898458208626,0.0,0.698585614097992,417.4101541791374,0.0,34.93,26.27,
bot_Ventas_9525_20260504092029,bot_Ventas_9525,Ventas,2026-05-04,9,2,0.45,2.0,27.0,0.0,4.0,1.6537254723305461,18.48449938281345,0.0,0.3462745276694539,8.51550061718655,0.0,17.31,31.54,
bot_Ventas_9525_20260504102449,bot_Ventas_9525,Ventas,2026-05-04,10,8,93.95,2.0,3573.0,0.5,16.0,1.4623383683710756,2782.9120284297446,0.3226176116903262,0.5376616316289244,790.0879715702554,0.1773823883096738,26.88,22.11,35.48
bot_Ventas_9525_20260504123254,bot_Ventas_9525,Ventas,2026-05-04,12,5,14.4,2.0,864.0,0.2,10.0,1.465302152577034,631.0611292197544,0.1318660912315636,0.534697847422966,232.93887078024557,0.06813390876843642,26.73,26.96,34.07
bot_Ventas_9525_20260504133430,bot_Ventas_9525,Ventas,2026-05-04,13,2,0.67,2.0,40.0,0.0,4.0,1.3927566385449472,28.38817998579661,0.0,0.6072433614550528,11.611820014203388,0.0,30.36,29.03,
bot_Ventas_9525_20260504150921,bot_Ventas_9525,Ventas,2026-05-04,15,13,150.5,2.0,1276.0,0.2308,26.0,1.334748470058894,901.6834652105707,0.14194060579560194,0.6652515299411059,374.3165347894293,0.08885939420439806,33.26,29.34,38.5
bot_Ventas_9525_20260504183448,bot_Ventas_9525,Ventas,2026-05-04,18,23,79.58,2.0,360.0,0.087,46.0,1.5569046628924843,224.58263571389202,0.054118689964368596,0.4430953371075157,135.41736428610798,0.0328813100356314,22.15,37.62,37.79
bot_Ventas_9525_20260505080504,bot_Ventas_9525,Ventas,2026-05-05,8,6,47.7,2.0,0.0,0.0,12.0,1.475121187506452,0.0,0.0,0.524878812493548,0.0,0.0,26.24,,
bot_Ventas_9525_20260505101430,bot_Ventas_9525,Ventas,2026-05-05,10,3,9.83,2.0,0.0,0.0,6.0,1.3818800473306803,0.0,0.0,0.6181199526693197,0.0,0.0,30.91,,
bot_Ventas_9525_20260505105749,bot_Ventas_9525,Ventas,2026-05-05,10,2,0.53,2.0,32.0,0.0,4.0,1.2175194043379918,23.10402312008533,0.0,0.7824805956620082,8.89597687991467,0.0,39.12,27.8,
bot_Ventas_9525_20260505113006,bot_Ventas_9525,Ventas,2026-05-05,11,11,64.77,2.0,0.0,0.2727,22.0,1.3352767182869287,0.0,0.18057922273227028,0.6647232817130713,0.0,0.09212077726772971,33.24,,33.78
bot_Ventas_9525_20260505131155,bot_Ventas_9525,Ventas,2026-05-05,13,3,8.43,2.0,506.0,0.3333,6.0,1.3809921369263272,321.80829871362636,0.2311845013757886,0.6190078630736728,184.19170128637364,0.10211549862421138,30.95,36.4,30.64
bot_Ventas_9525_20260505140110,bot_Ventas_9525,Ventas,2026-05-05,14,3,0.72,2.0,16.0,0.0,6.0,1.502420117795866,11.120659308976492,0.0,0.49757988220413396,4.879340691023508,0.0,24.88,30.5,
bot_Ventas_9525_20260505151645,bot_Ventas_9525,Ventas,2026-05-05,15,23,107.3,2.0,2468.0,0.2174,46.0,1.3303915233673846,1539.350193907887,0.1337889592803909,0.6696084766326154,928.6498060921131,0.08361104071960912,33.48,37.63,38.46
bot_Ventas_9525_20260505175130,bot_Ventas_9525,Ventas,2026-05-05,17,28,126.17,2.0,0.0,0.1071,56.0,1.4328413983644501,0.0,0.06832318091017936,0.5671586016355499,0.0,0.03877681908982064,28.36,,36.21
bot_Ventas_9525_20260506084107,bot_Ventas_9525,Ventas,2026-05-06,8,5,22.03,2.0,57.0,0.0,10.0,1.4726055396514297,36.333112641057234,0.0,0.5273944603485703,20.666887358942766,0.0,26.37,36.26,
bot_Ventas_9525_20260506095223,bot_Ventas_9525,Ventas,2026-05-06,9,4,35.17,2.0,2110.0,0.0,8.0,1.4291848821607431,1594.8747102325474,0.0,0.5708151178392569,515.1252897674526,0.0,28.54,24.41,
bot_Ventas_9525_20260506111157,bot_Ventas_9525,Ventas,2026-05-06,11,3,17.88,2.0,0.0,0.3333,6.0,1.4830753219153785,0.0,0.22410606315268855,0.5169246780846215,0.0,0.10919393684731143,25.85,,32.76
bot_Ventas_9525_20260506121407,bot_Ventas_9525,Ventas,2026-05-06,12,6,21.23,2.0,500.0,0.1667,12.0,1.5016722759867545,383.22881325331076,0.10999300394946174,0.49832772401324554,116.77118674668924,0.05670699605053825,24.92,23.35,34.02
bot_Ventas_9525_20260506150800,bot_Ventas_9525,Ventas,2026-05-06,15,15,99.5,2.0,769.0,0.2,30.0,1.5083003757588513,534.8496625546561,0.14440117215449474,0.49169962424114866,234.1503374453439,0.055598827845505266,24.58,30.45,27.8
bot_Ventas_9525_20260506181020,bot_Ventas_9525,Ventas,2026-05-06,18,18,109.63,2.0,1023.0,0.0,36.0,1.369760769794073,808.2181031433881,0.0,0.630239230205927,214.78189685661187,0.0,31.51,21.0,
bot_Ventas_9525_20260507080026,bot_Ventas_9525,Ventas,2026-05-07,8,5,17.23,2.0,167.0,0.2,10.0,1.294322489788195,117.96967186450509,0.12318948342525121,0.7056775102118049,49.03032813549491,0.0768105165747488,35.28,29.36,38.41
bot_Ventas_9525_20260507085741,bot_Ventas_9525,Ventas,2026-05-07,8,3,27.3,2.0,1638.0,0.6667,6.0,1.5214643548988724,1093.1500960951341,0.4184814752537853,0.47853564510112756,544.8499039048659,0.24821852474621464,23.93,33.26,37.23
bot_Ventas_9525_20260507100127,bot_Ventas_9525,Ventas,2026-05-07,10,15,135.6,2.0,0.0,0.2,30.0,1.2484459269054469,0.0,0.10576120673371044,0.7515540730945531,0.0,0.09423879326628957,37.58,,47.12
bot_Ventas_9525_20260507150858,bot_Ventas_9525,Ventas,2026-05-07,15,5,21.5,2.0,52.0,0.0,10.0,1.2790097176514277,38.37707810597517,0.0,0.7209902823485723,13.622921894024827,0.0,36.05,26.2,
bot_Ventas_9525_20260507160436,bot_Ventas_9525,Ventas,2026-05-07,16,2,4.2,2.0,252.0,0.0,4.0,1.4799457561784966,164.21610059657192,0.0,0.5200542438215034,87.78389940342808,0.0,26.0,34.83,
bot_Ventas_9525_20260507164005,bot_Ventas_9525,Ventas,2026-05-07,16,27,186.9,2.0,1894.0,0.037,54.0,1.4370397460909432,1216.102863933466,0.02683128685826923,0.5629602539090568,677.8971360665339,0.010168713141730769,28.15,35.79,27.48
bot_Ventas_9a82_20260501080019,bot_Ventas_9a82,Ventas,2026-05-01,8,4,22.2,2.0,912.0,0.0,8.0,1.4697362290575673,628.3240336733674,0.0,0.5302637709424327,283.67596632663265,0.0,26.51,31.1,
bot_Ventas_9a82_20260501085456,bot_Ventas_9a82,Ventas,2026-05-01,8,4,24.17,2.0,0.0,0.0,8.0,1.4028382807947555,0.0,0.0,0.5971617192052445,0.0,0.0,29.86,,
bot_Ventas_9a82_20260501095910,bot_Ventas_9a82,Ventas,2026-05-01,9,21,173.63,2.0,1763.0,0.0476,42.0,1.3138015752002203,1145.8071961277633,0.030270981302931432,0.6861984247997797,617.1928038722367,0.01732901869706857,34.31,35.01,36.41
bot_Ventas_9a82_20260501153107,bot_Ventas_9a82,Ventas,2026-05-01,15,8,57.37,2.0,134.0,0.25,16.0,1.5617686526849524,98.09364717048896,0.15536026262771505,0.43823134731504765,35.906352829511036,0.09463973737228495,21.91,26.8,37.86
bot_Ventas_9a82_20260501175912,bot_Ventas_9a82,Ventas,2026-05-01,17,9,30.37,2.0,33.0,0.1111,18.0,1.439258278135616,25.408936470366903,0.07735134010858043,0.560741721864384,7.591063529633097,0.03374865989141958,28.04,23.0,30.38
bot_Ventas_9a82_20260501190059,bot_Ventas_9a82,Ventas,2026-05-01,19,19,51.23,2.0,1173.0,0.1053,38.0,1.3879630369920175,783.1571579875681,0.07212114574617556,0.6120369630079825,389.8428420124319,0.03317885425382444,30.6,33.23,31.51
bot_Ventas_9a82_20260502121208,bot_Ventas_9a82,Ventas,2026-05-02,12,4,10.73,2.0,0.0,0.0,8.0,1.4213485385421751,0.0,0.0,0.5786514614578249,0.0,0.0,28.93,,
bot_Ventas_9a82_20260502180529,bot_Ventas_9a82,Ventas,2026-05-02,18,3,31.55,2.0,0.0,0.0,6.0,1.4869552715319336,0.0,0.0,0.5130447284680664,0.0,0.0,25.65,,
bot_Ventas_9a82_20260502192000,bot_Ventas_9a82,Ventas,2026-05-02,19,10,38.65,2.0,0.0,0.1,20.0,1.4017599604692401,0.0,0.06155406090955217,0.5982400395307599,0.0,0.038445939090447835,29.91,,38.45
bot_Ventas_9a82_20260503100444,bot_Ventas_9a82,Ventas,2026-05-03,10,4,1.5,2.0,32.0,0.0,8.0,1.5555963803165251,22.716657253540234,0.0,0.44440361968347486,9.283342746459766,0.0,22.22,29.01,
bot_Ventas_9a82_20260503115400,bot_Ventas_9a82,Ventas,2026-05-03,11,7,47.68,2.0,2827.0,0.0,14.0,1.333611416594568,1933.6189079867327,0.0,0.666388583405432,893.3810920132673,0.0,33.32,31.6,
bot_Ventas_9a82_20260503165134,bot_Ventas_9a82,Ventas,2026-05-03,16,2,0.63,2.0,0.0,0.0,4.0,1.4342835488035501,0.0,0.0,0.5657164511964499,0.0,0.0,28.29,,
bot_Ventas_9a82_20260503174114,bot_Ventas_9a82,Ventas,2026-05-03,17,2,0.1,2.0,0.0,0.0,4.0,1.5962270358611865,0.0,0.0,0.4037729641388135,0.0,0.0,20.19,,
bot_Ventas_9a82_20260503190000,bot_Ventas_9a82,Ventas,2026-05-03,19,2,20.62,2.0,0.0,0.0,4.0,1.3858003478168202,0.0,0.0,0.6141996521831798,0.0,0.0,30.71,,
bot_Ventas_9a82_20260504085304,bot_Ventas_9a82,Ventas,2026-05-04,8,5,43.02,2.0,2581.0,0.4,10.0,1.2797207434801596,1773.4855578455172,0.22662831852244822,0.7202792565198404,807.5144421544828,0.1733716814775518,36.01,31.29,43.34
bot_Ventas_9a82_20260504102541,bot_Ventas_9a82,Ventas,2026-05-04,10,8,72.35,2.0,0.0,0.25,16.0,1.421922312260528,0.0,0.15646016922125783,0.578077687739472,0.0,0.09353983077874217,28.9,,37.42
bot_Ventas_9a82_20260504122351,bot_Ventas_9a82,Ventas,2026-05-04,12,5,53.27,2.0,2738.0,0.0,10.0,1.5393986763290033,1748.7926807349795,0.0,0.4606013236709967,989.2073192650205,0.0,23.03,36.13,
bot_Ventas_9a82_20260504135106,bot_Ventas_9a82,Ventas,2026-05-04,13,3,14.03,2.0,38.0,0.0,6.0,1.4044451818559973,28.589486774963092,0.0,0.5955548181440027,9.410513225036908,0.0,29.78,24.76,
bot_Ventas_9a82_20260504153137,bot_Ventas_9a82,Ventas,2026-05-04,15,2,6.75,2.0,0.0,0.0,4.0,1.3361115737131062,0.0,0.0,0.6638884262868938,0.0,0.0,33.19,,
bot_Ventas_9a82_20260504161020,bot_Ventas_9a82,Ventas,2026-05-04,16,3,18.9,2.0,1119.0,0.0,6.0,1.3647372700059182,832.7407735023792,0.0,0.6352627299940818,286.25922649762083,0.0,31.76,25.58,
bot_Ventas_9a82_20260504171029,bot_Ventas_9a82,Ventas,2026-05-04,17,16,89.35,2.0,1767.0,0.125,32.0,1.2243607843015751,1367.352339898283,0.08987557096342158,0.7756392156984249,399.64766010171707,0.03512442903657842,38.78,22.62,28.1
bot_Ventas_9a82_20260504191317,bot_Ventas_9a82,Ventas,2026-05-04,19,11,44.92,2.0,0.0,0.1818,22.0,1.3194437298490471,0.0,0.1226607343933101,0.6805562701509529,0.0,0.05913926560668989,34.03,,32.53
